"","id","name","sensor","unit","dur_code","collection_method","start_date","end_date"
"1242","GRF","SAN JOAQUIN RIVER AT GRAVELLY FORD","TEMP W","DEG F","hourly","FROM 15-MINUTE DATA",2004-07-02,2021-06-01
"1243","GRF","SAN JOAQUIN RIVER AT GRAVELLY FORD","DIS OXY","MG/L","hourly","FROM 15-MINUTE DATA",2018-12-10,2021-06-01
"1244","GRF","SAN JOAQUIN RIVER AT GRAVELLY FORD","TURB W","NTU","hourly","FROM 15-MINUTE DATA",2018-12-10,2021-06-01
"1245","GRF","SAN JOAQUIN RIVER AT GRAVELLY FORD","PH VAL","PH","event","SATELLITE",2010-08-18,2018-12-01
"1246","GRF","SAN JOAQUIN RIVER AT GRAVELLY FORD","CHLORPH","ug/L","event","SATELLITE",2010-08-18,2018-11-01
"1247","GRI","GRINDSTONE CK NR GRINDSTONE RANCHERIA","BAR PRE","INCHES","hourly","SATELLITE",2015-01-21,2021-06-01
"1248","GRI","GRINDSTONE CK NR GRINDSTONE RANCHERIA","BAT VOL","VOLTS","hourly","SATELLITE",2015-01-21,2021-06-01
"1249","GRI","GRINDSTONE CK NR GRINDSTONE RANCHERIA","FLOW","CFS","hourly","SATELLITE",2015-01-21,2021-06-01
"1250","GRI","GRINDSTONE CK NR GRINDSTONE RANCHERIA","RAIN","INCHES","hourly","SATELLITE",2015-01-21,2021-06-01
"1251","GRI","GRINDSTONE CK NR GRINDSTONE RANCHERIA","REL HUM","%","hourly","SATELLITE",2015-01-21,2021-06-01
"1252","GRI","GRINDSTONE CK NR GRINDSTONE RANCHERIA","RIV STG","FEET","hourly","SATELLITE",2015-01-21,2021-06-01
"1253","GRI","GRINDSTONE CK NR GRINDSTONE RANCHERIA","TEMP","DEG F","hourly","SATELLITE",2015-01-21,2021-06-01
"1254","GRI","GRINDSTONE CK NR GRINDSTONE RANCHERIA","DEW PT","DEG F","hourly","SATELLITE",2015-01-21,2021-06-01
"1255","GRI","GRINDSTONE CK NR GRINDSTONE RANCHERIA","WIND DR","DEG","hourly","SATELLITE",2015-01-21,2021-06-01
"1256","GRI","GRINDSTONE CK NR GRINDSTONE RANCHERIA","PEAK WS","MPH","hourly","SATELLITE",2015-01-21,2021-06-01
"1257","GRI","GRINDSTONE CK NR GRINDSTONE RANCHERIA","WIND SP","MPH","hourly","SATELLITE",2015-01-21,2021-06-01
"1258","GRL","FEATHER RIVER NEAR GRIDLEY","M FLOW","CFS","daily","COMPUTED",1993-01-01,2021-06-01
"1259","GRL","FEATHER RIVER NEAR GRIDLEY","BAT VOL","VOLTS","event","SATELLITE",1999-01-05,2021-06-01
"1260","GRL","FEATHER RIVER NEAR GRIDLEY","EL COND","uS/cm","event","SATELLITE",2013-01-10,2021-06-01
"1261","GRL","FEATHER RIVER NEAR GRIDLEY","FLOW","CFS","event","COMPUTED",1999-01-05,2021-06-01
"1262","GRL","FEATHER RIVER NEAR GRIDLEY","RIV STG","FEET","event","SATELLITE",1999-01-05,2021-06-01
"1263","GRL","FEATHER RIVER NEAR GRIDLEY","TEMP W","DEG F","event","SATELLITE",2020-01-04,2021-06-01
"1264","GRL","FEATHER RIVER NEAR GRIDLEY","FLOW","CFS","hourly","COMPUTED",1984-01-01,2021-06-01
"1265","GRL","FEATHER RIVER NEAR GRIDLEY","RIV STG","FEET","hourly","SATELLITE",1984-01-01,2021-06-01
"1266","GRL","FEATHER RIVER NEAR GRIDLEY","TURB W","NTU","event","SATELLITE",2013-05-13,2020-01-08
"1267","GRL","FEATHER RIVER NEAR GRIDLEY","BAT VOL","VOLTS","hourly","SATELLITE",1995-01-01,2013-01-10
"1268","GRL","FEATHER RIVER NEAR GRIDLEY","STAGE F","FEET","hourly","DATA XCHG-NWS",2009-10-07,2009-10-07
"1269","GRL","FEATHER RIVER NEAR GRIDLEY","EL CND","mS/cm","hourly","SATELLITE",2003-03-04,2007-06-01
"1270","GRL","FEATHER RIVER NEAR GRIDLEY","TEMP W","DEG F","hourly","SATELLITE",2003-03-05,2007-06-01
"1271","GRL","FEATHER RIVER NEAR GRIDLEY","TURB W","NTU","hourly","SATELLITE",2003-03-04,2007-06-01
"1272","GUD","GUADALUPE R-SAN JOSE AT ALMADEN EXPRESSW","FLOW","CFS","event","COMPUTED",2016-05-20,2021-06-01
"1273","GUD","GUADALUPE R-SAN JOSE AT ALMADEN EXPRESSW","RIV STG","FEET","event","SATELLITE",2016-05-20,2021-06-01
"1274","GUD","GUADALUPE R-SAN JOSE AT ALMADEN EXPRESSW","STAGE F","FEET","hourly","DATA XCHG-NWS",2016-05-25,2016-05-25
"1275","H41","SAN JOAQUIN R AT HWY 41","BAT VOL","VOLTS","event","SATELLITE",2010-07-08,2021-06-01
"1276","H41","SAN JOAQUIN R AT HWY 41","EL COND","uS/cm","event","SATELLITE",2005-08-18,2021-06-01
"1277","H41","SAN JOAQUIN R AT HWY 41","FLOW","CFS","event","COMPUTED",2012-05-22,2021-06-01
"1278","H41","SAN JOAQUIN R AT HWY 41","RIV STG","FEET","event","SATELLITE",2005-08-18,2021-06-01
"1279","H41","SAN JOAQUIN R AT HWY 41","TEMP W","DEG F","event","SATELLITE",2005-08-18,2021-06-01
"1280","H59","MERCED R AT HWY 59 (MID)","BAT VOL","VOLTS","event","SATELLITE",2017-08-21,2021-06-01
"1281","H59","MERCED R AT HWY 59 (MID)","FLOW","CFS","event","COMPUTED",2018-10-01,2021-06-01
"1282","H59","MERCED R AT HWY 59 (MID)","RAIN","INCHES","event","SATELLITE",2017-08-21,2021-06-01
"1283","H59","MERCED R AT HWY 59 (MID)","REL HUM","%","event","SATELLITE",2017-08-21,2021-06-01
"1284","H59","MERCED R AT HWY 59 (MID)","RIV STG","FEET","event","SATELLITE",2017-08-21,2021-06-01
"1285","H59","MERCED R AT HWY 59 (MID)","TEMP","DEG F","event","SATELLITE",2017-08-21,2021-06-01
"1286","H59","MERCED R AT HWY 59 (MID)","WIND DR","DEG","event","SATELLITE",2017-08-21,2021-06-01
"1287","H59","MERCED R AT HWY 59 (MID)","WIND SP","MPH","event","SATELLITE",2017-08-21,2021-06-01
"1288","NKD","NF KINGS RIVER BLW DINKEY CREEK ","FLOW","CFS","event","SATELLITE",2005-11-17,2021-06-01
"1289","NKD","NF KINGS RIVER BLW DINKEY CREEK ","RIV STG","FEET","event","SATELLITE",2005-11-17,2021-06-01
"1290","NKD","NF KINGS RIVER BLW DINKEY CREEK ","TEMPW C","DEG C","event","SATELLITE",2020-08-31,2021-06-01
"1291","NKD","NF KINGS RIVER BLW DINKEY CREEK ","BAT VOL","VOLTS","hourly","SATELLITE",1998-08-05,2021-06-01
"1292","NKD","NF KINGS RIVER BLW DINKEY CREEK ","FLOW","CFS","hourly","COMPUTED",1998-08-10,2005-11-15
"1293","NKD","NF KINGS RIVER BLW DINKEY CREEK ","RIV STG","FEET","hourly","SATELLITE",1998-08-05,2005-11-15
"1294","NML","NEW MELONES RESERVOIR","DIS PWR","CFS","daily","DATA XCHG-USBR",2000-04-01,2021-06-01
"1295","NML","NEW MELONES RESERVOIR","SPILL","CFS","daily","DATA XCHG-USBR",2000-04-01,2021-06-01
"1296","NML","NEW MELONES RESERVOIR","RIV REL","CFS","daily","DATA XCHG-USBR",2000-04-01,2021-06-01
"1297","NML","NEW MELONES RESERVOIR","EVAP","CFS","daily","DATA XCHG-USBR",1994-11-01,2021-06-01
"1298","NML","NEW MELONES RESERVOIR","FNF","CFS","daily","DATA XCHG-USBR",1987-06-29,2021-06-01
"1299","NML","NEW MELONES RESERVOIR","PPT INC","INCHES","daily","DATA XCHG-USBR",1997-10-01,2021-06-01
"1300","NML","NEW MELONES RESERVOIR","ABV TOC","AF","daily","COMPUTED",2010-01-01,2021-06-01
"1301","NML","NEW MELONES RESERVOIR","RES ELE","FEET","daily","DATA XCHG-USBR",1985-02-14,2021-06-01
"1302","NML","NEW MELONES RESERVOIR","INFLOW","CFS","daily","DATA XCHG-USBR",1994-01-01,2021-06-01
"1303","NML","NEW MELONES RESERVOIR","OUTFLOW","CFS","daily","DATA XCHG-USBR",1987-01-05,2021-06-01
"1304","NML","NEW MELONES RESERVOIR","STORAGE","AF","daily","DATA XCHG-USBR",1985-02-14,2021-06-01
"1305","NML","NEW MELONES RESERVOIR","RES CHG","AF","daily","COMPUTED",1993-10-03,2021-06-01
"1306","NML","NEW MELONES RESERVOIR","TOC STO","AF","daily","DATA XCHG-USACE SAC",2000-10-20,2021-06-01
"1307","NML","NEW MELONES RESERVOIR","DIS PWR","CFS","hourly","DATA XCHG-USBR",2000-06-01,2021-06-01
"1308","NML","NEW MELONES RESERVOIR","SPILL","CFS","hourly","DATA XCHG-USBR",2000-06-01,2021-06-01
"1309","NML","NEW MELONES RESERVOIR","RIV REL","CFS","hourly","DATA XCHG-USBR",2000-06-01,2021-06-01
"1310","NML","NEW MELONES RESERVOIR","EVAP","CFS","hourly","DATA XCHG-USBR",2000-06-01,2021-06-01
"1311","NML","NEW MELONES RESERVOIR","PPT INC","INCHES","hourly","DATA XCHG-USBR",2000-06-01,2021-06-01
"1312","NML","NEW MELONES RESERVOIR","RES ELE","FEET","hourly","DATA XCHG-USBR",1996-07-25,2021-06-01
"1313","NML","NEW MELONES RESERVOIR","INFLOW","CFS","hourly","DATA XCHG-USBR",1996-07-25,2021-06-01
"1314","NML","NEW MELONES RESERVOIR","OUTFLOW","CFS","hourly","DATA XCHG-USBR",1996-07-25,2021-06-01
"1315","NML","NEW MELONES RESERVOIR","STORAGE","AF","hourly","DATA XCHG-USBR",1996-07-29,2021-06-01
"1316","NML","NEW MELONES RESERVOIR","LK EVAP","AF","monthly","MANUAL ENTRY",1995-10-01,2021-06-01
"1317","NML","NEW MELONES RESERVOIR","STORAGE","AF","monthly","MANUAL ENTRY",1975-10-01,2021-06-01
"1318","NSD","NORTH FORK STANISLAUS R BLW DIVERSION","FLOW","CFS","event","DATA XCHG-NCPA",1998-06-27,2021-06-01
"1319","NSD","NORTH FORK STANISLAUS R BLW DIVERSION","BAT VOL","VOLTS","event","SATELLITE",1998-06-27,2002-12-31
"1320","NSD","NORTH FORK STANISLAUS R BLW DIVERSION","RIV STG","FEET","event","SATELLITE",1998-06-27,2002-12-31
"1321","NSL","NATIONAL STEEL","EL COND","uS/cm","daily","COMPUTED",2015-04-01,2021-06-01
"1322","NSL","NATIONAL STEEL","BAT VOL","VOLTS","event","DATA XCHG-DWR DES",2009-05-21,2021-06-01
"1323","NSL","NATIONAL STEEL","CHLORPH","ug/L","event","DATA XCHG-DWR DES",2018-07-01,2021-06-01
"1324","NSL","NATIONAL STEEL","EL COND","uS/cm","event","DATA XCHG-DWR DES",2009-05-21,2021-06-01
"1325","NSL","NATIONAL STEEL","FLOW","CFS","event","SATELLITE",2008-01-16,2021-06-01
"1326","NSL","NATIONAL STEEL","RIV STG","FEET","event","DATA XCHG-DWR DES",2009-05-21,2021-06-01
"1327","NSL","NATIONAL STEEL","TEMP W","DEG F","event","DATA XCHG-DWR DES",2009-05-21,2021-06-01
"1328","NSL","NATIONAL STEEL","DIS OXY","MG/L","event","DATA XCHG-DWR DES",2018-07-01,2021-06-01
"1329","NSL","NATIONAL STEEL","PH VAL","PH","event","DATA XCHG-DWR DES",2018-07-01,2021-06-01
"1330","NSL","NATIONAL STEEL","TURB W","NTU","event","DATA XCHG-DWR DES",2018-07-01,2021-06-01
"1331","NSL","NATIONAL STEEL","VLOCITY","FT/SEC","event","SATELLITE",2008-01-16,2021-06-01
"1332","NSL","NATIONAL STEEL","BAT VOL","VOLTS","hourly","DATA XCHG-DWR DES",2005-04-21,2021-06-01
"1333","NSL","NATIONAL STEEL","CHLORPH","ug/L","hourly","DATA XCHG-DWR DES",2018-07-01,2021-06-01
"1334","NSL","NATIONAL STEEL","EL COND","uS/cm","hourly","DATA XCHG-DWR DES",2005-04-21,2021-06-01
"1335","NSL","NATIONAL STEEL","RIV STG","FEET","hourly","DATA XCHG-DWR DES",2005-04-21,2021-06-01
"1336","NSL","NATIONAL STEEL","TEMP W","DEG F","hourly","DATA XCHG-DWR DES",2005-04-21,2021-06-01
"1337","NSL","NATIONAL STEEL","DIS OXY","MG/L","hourly","DATA XCHG-DWR DES",2018-07-01,2021-06-01
"1338","NSL","NATIONAL STEEL","PH VAL","PH","hourly","DATA XCHG-DWR DES",2018-07-01,2021-06-01
"1339","NSL","NATIONAL STEEL","TURB W","NTU","hourly","DATA XCHG-DWR DES",2018-07-01,2021-06-01
"1340","NSL","NATIONAL STEEL","FLOW","CFS","hourly","SATELLITE",2008-01-15,2016-11-26
"1341","NSL","NATIONAL STEEL","VLOCITY","FT/SEC","hourly","SATELLITE",2008-01-15,2016-11-26
"1342","NYS","N YUBA R. ABV SLATE CK NR STRAWBERRY","FLOW","CFS","event","COMPUTED",2007-01-24,2021-06-01
"1343","NYS","N YUBA R. ABV SLATE CK NR STRAWBERRY","RIV STG","FEET","event","SATELLITE",2006-11-13,2021-06-01
"1344","NYS","N YUBA R. ABV SLATE CK NR STRAWBERRY","BAT VOL","VOLTS","hourly","SATELLITE",2006-11-13,2021-06-01
"1345","OBB","STANISLAUS R AT ORANGE BLOSSOM BRIDGE","EL COND","uS/cm","daily","COMPUTED",2000-10-25,2021-06-01
"1346","OBB","STANISLAUS R AT ORANGE BLOSSOM BRIDGE","M FLOW","CFS","daily","COMPUTED",1993-01-01,2021-06-01
"1347","OBB","STANISLAUS R AT ORANGE BLOSSOM BRIDGE","TEMP W","DEG F","daily","COMPUTED",2000-10-25,2021-06-01
"1348","OBB","STANISLAUS R AT ORANGE BLOSSOM BRIDGE","FLOW","CFS","event","COMPUTED",1995-02-24,2021-06-01
"1349","OBB","STANISLAUS R AT ORANGE BLOSSOM BRIDGE","RIV STG","FEET","event","SATELLITE",1995-02-24,2021-06-01
"1350","OBB","STANISLAUS R AT ORANGE BLOSSOM BRIDGE","BAT VOL","VOLTS","hourly","SATELLITE",1995-01-01,2021-06-01
"1351","OBB","STANISLAUS R AT ORANGE BLOSSOM BRIDGE","EL COND","uS/cm","hourly","SATELLITE",2000-10-17,2021-06-01
"1352","OBB","STANISLAUS R AT ORANGE BLOSSOM BRIDGE","FLOW","CFS","hourly","COMPUTED",1984-01-01,2021-06-01
"1353","OBB","STANISLAUS R AT ORANGE BLOSSOM BRIDGE","RIV STG","FEET","hourly","SATELLITE",1984-01-01,2021-06-01
"1354","OBB","STANISLAUS R AT ORANGE BLOSSOM BRIDGE","TEMP W","DEG F","hourly","SATELLITE",2000-10-23,2021-06-01
"1355","OBB","STANISLAUS R AT ORANGE BLOSSOM BRIDGE","BAT VOL","VOLTS","event","SATELLITE",1995-02-24,2011-01-14
"1356","OBB","STANISLAUS R AT ORANGE BLOSSOM BRIDGE","STAGE F","FEET","hourly","DATA XCHG-NWS",2009-10-07,2009-10-07
"1357","OH1","OLD RIVER AT HEAD","M FLOW","CFS","daily","COMPUTED",2007-07-01,2021-06-01
"1358","OH1","OLD RIVER AT HEAD","CHLORPH","ug/L","event","DATA XCHG-DWR NCRO",2014-01-17,2021-06-01
"1359","OH1","OLD RIVER AT HEAD","EL COND","uS/cm","event","DATA XCHG-DWR NCRO",2014-01-17,2021-06-01
"1360","OH1","OLD RIVER AT HEAD","FLOW","CFS","event","DATA XCHG-DWR NCRO",2000-02-02,2021-06-01
"1361","OH1","OLD RIVER AT HEAD","RIV STG","FEET","event","SATELLITE",1999-04-28,2021-06-01
"1362","OH1","OLD RIVER AT HEAD","TEMP W","DEG F","event","SATELLITE",1999-04-28,2021-06-01
"1363","OH1","OLD RIVER AT HEAD","DIS OXY","MG/L","event","DATA XCHG-DWR NCRO",2014-01-17,2021-06-01
"1364","OH1","OLD RIVER AT HEAD","PH VAL","PH","event","DATA XCHG-DWR NCRO",2014-01-17,2021-06-01
"1365","OH1","OLD RIVER AT HEAD","TURB WF","FNU","event","DATA XCHG-DWR NCRO",2014-01-17,2021-06-01
"1366","OH1","OLD RIVER AT HEAD","VLOCITY","FT/SEC","event","DATA XCHG-DWR NCRO",1999-04-28,2021-06-01
"1367","OH1","OLD RIVER AT HEAD","BAT VOL","VOLTS","hourly","SATELLITE",1999-04-12,2021-06-01
"1368","OH1","OLD RIVER AT HEAD","TEMP W","DEG F","hourly","SATELLITE",1999-04-12,2012-01-31
"1369","OH1","OLD RIVER AT HEAD","FLOW","CFS","hourly","COMPUTED",2007-07-01,2007-12-01
"1370","OH1","OLD RIVER AT HEAD","RIV STG","FEET","hourly","COMPUTED",1999-04-12,2007-12-01
"1371","OH1","OLD RIVER AT HEAD","BAT VOLA","VOLTS","hourly","SATELLITE",2003-01-14,2003-08-07
"1372","OH1","OLD RIVER AT HEAD","BAT VOL","VOLTS","event","SATELLITE",1999-05-03,2000-01-31
"1373","OH1","OLD RIVER AT HEAD","VLOCITY","FT/SEC","hourly","SATELLITE",1999-04-12,1999-04-28
"1374","OLD","OLD RIVER NEAR TRACY","EL COND","uS/cm","daily","COMPUTED",2006-06-22,2021-06-01
"1375","OLD","OLD RIVER NEAR TRACY","EL COND","uS/cm","event","SATELLITE",2005-04-06,2021-06-01
"1376","OLD","OLD RIVER NEAR TRACY","FLOW","CFS","event","DATA XCHG-DWR NCRO",2011-03-02,2021-06-01
"1377","OLD","OLD RIVER NEAR TRACY","RIV STG","FEET","event","SATELLITE",2005-04-06,2021-06-01
"1378","OLD","OLD RIVER NEAR TRACY","TEMP W","DEG F","event","SATELLITE",2005-04-06,2021-06-01
"1379","OLD","OLD RIVER NEAR TRACY","VLOCITY","FT/SEC","event","DATA XCHG-DWR NCRO",2011-03-02,2021-06-01
"1380","OLD","OLD RIVER NEAR TRACY","BAT VOL","VOLTS","hourly","SATELLITE",1995-01-01,2021-06-01
"1381","OLD","OLD RIVER NEAR TRACY","RIV STG","FEET","hourly","FROM 15-MINUTE DATA",1985-03-29,2021-06-01
"1382","OLD","OLD RIVER NEAR TRACY","RIVST88","FEET","event","COMPUTED",2006-02-02,2006-09-30
"1383","OLD","OLD RIVER NEAR TRACY","RIVST88","FEET","hourly","COMPUTED",2006-02-02,2006-09-30
"1384","OLD","OLD RIVER NEAR TRACY","EL CND","mS/cm","daily","COMPUTED",2006-06-22,2006-08-09
"1385","OLD","OLD RIVER NEAR TRACY","EL CND","mS/cm","event","SATELLITE",2005-04-06,2006-08-09
"1386","OMR","OLD & MIDDLE RVRS TIDALLY FILTERED EST","M FLOW","CFS","daily","FROM 15-MINUTE DATA",2008-12-01,2021-06-01
"1387","OMR","OLD & MIDDLE RVRS TIDALLY FILTERED EST","FLOW","CFS","hourly","FROM 15-MINUTE DATA",2008-12-01,2021-06-01
"1388","ORD","SACRAMENTO R AT ORD FERRY-MAIN CHANNEL","M FLOW","CFS","daily","COMPUTED",1993-01-01,2021-06-01
"1389","ORD","SACRAMENTO R AT ORD FERRY-MAIN CHANNEL","FLOW","CFS","event","COMPUTED",1995-02-24,2021-06-01
"1390","ORD","SACRAMENTO R AT ORD FERRY-MAIN CHANNEL","RIV STG","FEET","event","SATELLITE",1995-02-24,2021-06-01
"1391","ORD","SACRAMENTO R AT ORD FERRY-MAIN CHANNEL","BAT VOL","VOLTS","hourly","SATELLITE",1995-01-01,2021-06-01
"1392","ORD","SACRAMENTO R AT ORD FERRY-MAIN CHANNEL","FLOW","CFS","hourly","FROM 15-MINUTE DATA",1984-01-01,2021-06-01
"1393","ORD","SACRAMENTO R AT ORD FERRY-MAIN CHANNEL","RIV STG","FEET","hourly","FROM 15-MINUTE DATA",1984-01-01,2021-06-01
"1394","ORD","SACRAMENTO R AT ORD FERRY-MAIN CHANNEL","STAGE F","FEET","hourly","DATA XCHG-NWS",2009-10-07,2009-10-07
"1395","ORD","SACRAMENTO R AT ORD FERRY-MAIN CHANNEL","BAT VOL","VOLTS","event","SATELLITE",1995-02-24,2007-06-08
"1396","ORH","MIDDLE YUBA RIVER BELOW OUR HOUSE DAM","M FLOW","CFS","daily","COMPUTED",2000-01-01,2021-06-01
"1397","ORH","MIDDLE YUBA RIVER BELOW OUR HOUSE DAM","FLOW","CFS","hourly","COMPUTED",1998-06-18,2021-06-01
"1398","ORH","MIDDLE YUBA RIVER BELOW OUR HOUSE DAM","RIV STG","FEET","hourly","SATELLITE",1997-06-24,2021-06-01
"1399","ORH","MIDDLE YUBA RIVER BELOW OUR HOUSE DAM","AUXFLOW","CFS","hourly","DATA XCHG-YCWA",2014-05-30,2014-11-21
"1400","ORH","MIDDLE YUBA RIVER BELOW OUR HOUSE DAM","RIVSTGA","FEET","hourly","DATA XCHG-YCWA",2014-05-30,2014-11-21
"1401","AMF","AMERICAN R AT FOLSOM","IRR&CNS","AF","daily","MANUAL ENTRY",1995-02-01,2021-06-01
"1402","AMF","AMERICAN R AT FOLSOM","FNF ACC","AF","daily","COMPUTED",2013-10-01,2021-06-01
"1403","AMF","AMERICAN R AT FOLSOM","AJ 10%","AF","event","COMPUTED",1961-02-01,2021-06-01
"1404","AMF","AMERICAN R AT FOLSOM","AJ 50%","AF","event","COMPUTED",1932-04-01,2021-06-01
"1405","AMF","AMERICAN R AT FOLSOM","AJ 90%","AF","event","COMPUTED",1961-02-01,2021-06-01
"1406","AMF","AMERICAN R AT FOLSOM","WY 10%","AF","event","COMPUTED",1978-04-01,2021-06-01
"1407","AMF","AMERICAN R AT FOLSOM","WY 50%","AF","event","COMPUTED",1931-04-01,2021-06-01
"1408","AMF","AMERICAN R AT FOLSOM","WY 90%","AF","event","COMPUTED",1978-04-01,2021-06-01
"1409","AMF","AMERICAN R AT FOLSOM","MON FNF","AF","monthly","MANUAL ENTRY",1900-10-01,2021-06-01
"1410","AMF","AMERICAN R AT FOLSOM","IRR&CNS","AF","monthly","MANUAL ENTRY",1985-10-01,2021-06-01
"1411","AMF","AMERICAN R AT FOLSOM","MON FLO","AF","monthly","MANUAL ENTRY",1978-10-01,2021-06-01
"1412","AMF","AMERICAN R AT FOLSOM","M FLOW","CFS","daily","MANUAL ENTRY",1995-02-01,2001-05-08
"1413","AMR","MERCED R AT AMSTERDAM RD","BAT VOL","VOLTS","event","SATELLITE",2016-11-16,2021-06-01
"1414","AMR","MERCED R AT AMSTERDAM RD","FLOW","CFS","event","COMPUTED",2018-12-18,2021-06-01
"1415","AMR","MERCED R AT AMSTERDAM RD","RAIN","INCHES","event","SATELLITE",2016-11-16,2021-06-01
"1416","AMR","MERCED R AT AMSTERDAM RD","REL HUM","%","event","SATELLITE",2016-11-16,2021-06-01
"1417","AMR","MERCED R AT AMSTERDAM RD","RIV STG","FEET","event","SATELLITE",2016-11-16,2021-06-01
"1418","AMR","MERCED R AT AMSTERDAM RD","TEMP","DEG F","event","SATELLITE",2016-11-16,2021-06-01
"1419","AMR","MERCED R AT AMSTERDAM RD","WIND DR","DEG","event","SATELLITE",2016-11-16,2021-06-01
"1420","AMR","MERCED R AT AMSTERDAM RD","WIND SP","MPH","event","SATELLITE",2016-11-16,2021-06-01
"1421","AMW","KINGS RIVER BELOW ARMY WEIR","FLOW","CFS","hourly","DATA XCHG-USACE SAC",1997-01-15,2021-06-01
"1422","AMW","KINGS RIVER BELOW ARMY WEIR","RIV STG","FEET","hourly","DATA XCHG-USACE SAC",1997-01-09,2021-06-01
"1423","ANT","ANTELOPE LAKE","RAIN","INCHES","daily","COMPUTED",2003-10-01,2021-06-01
"1424","ANT","ANTELOPE LAKE","PPT INC","INCHES","daily","COMPUTED",1987-01-01,2021-06-01
"1425","ANT","ANTELOPE LAKE","RES ELE","FEET","daily","COMPUTED",1985-01-01,2021-06-01
"1426","ANT","ANTELOPE LAKE","STORAGE","AF","daily","COMPUTED",1985-01-01,2021-06-01
"1427","ANT","ANTELOPE LAKE","RES CHG","AF","daily","COMPUTED",1993-10-01,2021-06-01
"1428","ANT","ANTELOPE LAKE","TEMP AV","DEG F","daily","COMPUTED",2005-10-01,2021-06-01
"1429","ANT","ANTELOPE LAKE","TEMP MX","DEG F","daily","COMPUTED",2005-10-01,2021-06-01
"1430","ANT","ANTELOPE LAKE","TEMP MN","DEG F","daily","COMPUTED",2005-10-01,2021-06-01
"1431","ANT","ANTELOPE LAKE","BAT VOL","VOLTS","hourly","SATELLITE",1995-01-01,2021-06-01
"1432","ANT","ANTELOPE LAKE","RAIN","INCHES","hourly","SATELLITE",1984-01-01,2021-06-01
"1433","ANT","ANTELOPE LAKE","RES ELE","FEET","hourly","SATELLITE",1984-01-01,2021-06-01
"1434","ANT","ANTELOPE LAKE","STORAGE","AF","hourly","MICROWAVE",1984-01-01,2021-06-01
"1435","ANT","ANTELOPE LAKE","TEMP","DEG F","hourly","SATELLITE",2007-08-01,2021-06-01
"1436","ANT","ANTELOPE LAKE","MON FNF","AF","monthly","MANUAL ENTRY",1962-10-01,2021-06-01
"1437","ANT","ANTELOPE LAKE","STORAGE","AF","monthly","MANUAL ENTRY",1966-01-01,2021-06-01
"1438","ANT","ANTELOPE LAKE","BAT VOL","VOLTS","event","SATELLITE",1998-08-26,2008-11-08
"1439","ANT","ANTELOPE LAKE","RAIN","INCHES","event","SATELLITE",1998-08-26,2008-11-08
"1440","ANT","ANTELOPE LAKE","RES ELE","FEET","event","SATELLITE",1998-08-26,2008-11-08
"1441","ANT","ANTELOPE LAKE","TEMP","DEG F","event","SATELLITE",1998-11-09,2007-08-01
"1442","AVY","NORTH FORK STANISLAUS NEAR AVERY","FLOW","CFS","event","DATA XCHG-NCPA",2016-10-11,2021-06-01
"1443","BAS","SOUTH FORK BATTLE CREEK NEAR MANTON","FLOW","CFS","event","SATELLITE",2000-07-19,2020-07-15
"1444","BAS","SOUTH FORK BATTLE CREEK NEAR MANTON","RIV STG","FEET","event","SATELLITE",2000-07-19,2020-07-15
"1445","BAS","SOUTH FORK BATTLE CREEK NEAR MANTON","TEMP W","DEG F","event","SATELLITE",2007-11-21,2020-07-15
"1446","BAS","SOUTH FORK BATTLE CREEK NEAR MANTON","BAT VOL","VOLTS","hourly","SATELLITE",2000-07-19,2020-07-15
"1447","BAS","SOUTH FORK BATTLE CREEK NEAR MANTON","FLOW","CFS","hourly","SATELLITE",2000-07-19,2007-11-20
"1448","BAS","SOUTH FORK BATTLE CREEK NEAR MANTON","RIV STG","FEET","hourly","SATELLITE",2000-07-19,2007-11-20
"1449","BAS","SOUTH FORK BATTLE CREEK NEAR MANTON","TEMP W","DEG F","hourly","SATELLITE",2000-07-19,2007-11-20
"1450","BBW","BW-12 IMPORT TO BUTTE CREEK","M FLOW","CFS","daily","COMPUTED",1999-07-21,2021-06-01
"1451","BBW","BW-12 IMPORT TO BUTTE CREEK","FLOW","CFS","event","COMPUTED",1997-03-20,2021-06-01
"1452","BBW","BW-12 IMPORT TO BUTTE CREEK","RIV STG","FEET","event","SATELLITE",1997-03-20,2021-06-01
"1453","BBW","BW-12 IMPORT TO BUTTE CREEK","TEMP W","DEG F","event","SATELLITE",2013-10-11,2021-06-01
"1454","BBW","BW-12 IMPORT TO BUTTE CREEK","BAT VOL","VOLTS","hourly","SATELLITE",1997-04-10,2021-06-01
"1455","BBW","BW-12 IMPORT TO BUTTE CREEK","FLOW","CFS","hourly","COMPUTED",1997-04-11,2021-06-01
"1456","BBW","BW-12 IMPORT TO BUTTE CREEK","RIV STG","FEET","hourly","SATELLITE",1997-04-10,2021-06-01
"1457","BBW","BW-12 IMPORT TO BUTTE CREEK","TEMP W","DEG F","hourly","SATELLITE",1998-07-24,2021-06-01
"1458","BCD","BUTTE CREEK NR DURHAM","M FLOW","CFS","daily","COMPUTED",1999-07-21,2021-06-01
"1459","BCD","BUTTE CREEK NR DURHAM","FLOW","CFS","event","COMPUTED",1997-03-23,2021-06-01
"1460","BCD","BUTTE CREEK NR DURHAM","RIV STG","FEET","event","SATELLITE",1997-03-23,2021-06-01
